13478	6
13477	30
13476	1
11378	48
1179	28
13475	75
13474	14
3822	28
2936	42
25271	31
617	48
25270	59
25269	69
14	89
13	91
8	40
12	19
11	8
10	38
9	17
25268	31
7	14
6	52
5	41
4	17
3	5
25267	36
2	80
25266	76
1	94
0	108
25295	122
9856	159
9100	1
17	23
25294	19
29	8
25293	29
19461	5
25292	21
2754	81
25291	12
2126	85
717	90
25290	20
32	51
25289	17
34	57
21775	40
31	10
33	69
25288	17
25287	23
25286	20
30	0
26	5
25285	30
15	9
28	5
25284	26
25275	4
25283	59
25282	3
27	27
18	15
25	20
24	120
25277	20
25281	11
25280	12
23	66
22	61
21	19
20	18
19	24
25279	4
25278	24
25276	4
16	2
25274	7
25273	5
22325	1
25272	19
25345	74
16598	6
25346	170
347	88
25331	13
25344	16
25343	107
4551	141
25342	170
25341	18
11831	162
25340	172
4894	56
40	174
25321	11
25339	23
25338	51
25325	177
25337	109
25336	179
25335	118
41	67
25334	6
25300	31
25297	5
25333	12
25332	166
39	9
38	46
25330	19
25329	164
25328	87
25327	81
25326	13
16025	159
25324	0
25323	3
37	10
25299	7
25304	111
25322	168
25320	4
25311	6
17623	165
25319	16
25318	6
25317	32
25316	24
25315	67
25310	17
25314	22
25313	35
25312	31
25296	31
36	18
25309	70
25308	40
25302	5
25307	79
25298	33
25306	20
25305	16
25303	19
25301	7
35	12
13486	99
5956	3
13485	55
13484	9
13483	68
1132	71
6058	8
13482	43
13481	51
13480	80
13479	70
13222	60
13490	3
13489	28
65	119
13488	100
13487	79
10664	100
13491	18
5108	9
4041	17
522	12
20757	30
20841	38
12249	80
13492	62
13515	49
13514	19
13513	68
13512	116
13511	112
13510	108
13509	14
13508	15
13507	143
13506	77
13505	60
13504	63
13503	70
13493	79
827	41
12745	14
628	117
13495	142
13502	62
13501	16
13500	64
13499	29
13498	12
13497	15
13494	29
13496	92
25398	80
2944	20
7452	40
57	175
25397	124
3290	1
11548	173
25396	6
56	11
73	131
25395	75
52	175
25394	55
1429	34
5738	22
139	46
25393	13
84	3
3052	71
25392	32
7812	6
25391	17
25372	32
6434	12
25390	8
5291	80
50	6
25389	15
25388	4
51	20
103	25
69	17
1741	16
114	20
7545	17
25387	173
12899	25
4868	15
60	13
25386	85
13266	8
4772	16
25385	14
25384	4
127	10
124	116
25367	12
13756	16
44	3
126	19
25382	11
125	28
123	5
25383	176
122	1
121	1
120	167
111	72
80	4
25381	25
119	10
118	7
47	17
117	10
116	58
72	12
115	7
113	1
112	13
110	44
109	18
108	10
25380	84
107	15
106	14
25379	6
105	20
104	76
102	96
25378	31
101	9
100	5
99	11
98	3
25377	15
97	7
96	8
25376	13
25375	14
25374	17
25373	1
95	20
25371	39
67	166
94	176
93	86
92	3
70	9
25370	27
91	17
90	19
89	18
88	10
87	12
86	4
85	10
25369	35
25368	177
25366	16
83	17
25365	2
82	21
25364	19
81	13
75	4
79	10
78	111
25363	17
77	161
76	99
58	22
74	4
71	11
25362	20
25361	1
68	89
25360	11
25359	36
66	17
64	29
63	56
25358	0
62	12
25357	177
25356	18
25355	12
25354	118
61	13
59	20
25353	22
25352	16
55	58
54	83
53	89
25351	5
25350	20
25349	14
49	162
25348	11
48	1
46	19
25347	104
45	50
43	13
42	10
11271	89
25403	68
25402	61
25409	78
25415	94
25411	107
25417	28
11737	12
25405	21
25416	103
25414	99
25413	62
2945	5
142	102
141	106
140	106
25412	109
25408	8
25410	8
138	12
25407	26
137	100
136	13
25406	80
25399	34
135	96
25404	115
134	35
133	95
132	39
131	36
130	86
25401	60
129	109
25400	110
15755	100
15729	9
128	25
25441	126
4886	65
5507	62
1005	168
3221	58
7072	74
6062	69
25461	14
25460	160
25459	147
22574	171
25458	97
11984	99
3175	11
8383	160
5720	78
5268	163
4529	180
25448	19
25457	39
25456	5
170	120
25455	175
169	61
25454	163
25453	4
25452	0
25451	100
168	14
162	7
167	20
166	6
165	56
25450	1
25430	172
164	3
163	19
25449	169
161	62
160	65
159	109
158	88
157	52
156	1
155	6
25447	74
25446	14
25445	90
25444	19
25443	12
23133	6
25442	11
154	19
25440	10
25439	70
153	18
25438	58
25437	1
25436	16
152	112
25435	163
151	179
150	96
144	94
25421	18
25434	10
25433	68
25432	155
149	12
146	162
25431	5
25429	21
25428	2
25427	69
25426	4
25425	8
148	1
25424	2
25423	0
147	13
25422	171
145	84
25420	31
25419	16
25418	10
143	19
4043	30
657	93
25472	1
13795	53
25471	163
3294	3
177	90
12253	7
190	17
189	169
25470	15
25469	74
180	165
181	169
25468	11
25467	8
188	161
187	3
25466	35
186	160
185	19
184	167
183	8
25465	47
25464	119
182	5
179	161
178	9
176	179
175	180
25463	17
25462	13
174	88
173	87
172	86
171	13
8663	19
25664	14
25719	54
1216	87
25718	0
25717	16
25716	96
25715	16
25714	2
25713	18
25712	74
2218	99
25711	89
25710	88
2503	2
25709	0
25708	48
2043	50
25707	114
25706	15
10845	43
25705	55
25704	167
25703	49
25702	70
25701	81
25700	13
25697	75
25699	6
25698	22
25696	13
4413	109
25695	48
1471	15
25694	127
25693	33
25692	80
25691	112
25690	38
25689	31
25684	115
25688	138
25687	39
25686	93
25685	25
3213	88
25683	80
25682	28
25681	3
25680	91
25679	10
25678	47
25677	15
25649	39
2896	13
25676	71
25675	78
25674	79
25673	67
25672	77
25671	72
25670	84
25669	8
25668	9
25667	46
25666	15
25665	25
25663	117
9661	13
25626	11
25662	3
25661	84
25660	86
25659	3
25658	55
25657	8
25656	98
25655	82
25654	7
277	106
276	84
25653	114
25652	1
25651	102
273	60
25642	93
275	112
274	26
272	70
271	20
25621	66
270	5
253	34
25650	75
269	40
25490	3
268	52
267	0
25648	112
25647	102
25646	91
25645	111
25644	5
25643	119
25627	65
25636	102
266	1
25641	101
25640	1
25639	6
265	112
25638	18
264	112
25637	105
15390	119
263	10
262	113
261	108
260	10
25635	17
259	6
25634	5
25633	33
25632	135
258	1
25631	41
25630	15
25488	76
257	4
25629	38
214	5
25628	21
256	13
218	26
255	9
254	27
25625	14
25624	92
252	119
25623	40
25622	13
251	11
250	24
25611	123
249	19
248	2
25620	22
25619	31
247	59
225	3
25618	69
25617	28
246	7
245	178
244	160
243	168
25616	31
25615	13
25614	10
202	25
25613	2
25612	109
242	3
241	22
240	46
25610	12
25609	19
239	179
25608	104
25607	120
25606	61
25605	6
25604	44
25603	8
25602	18
25601	95
25600	60
25599	38
25598	85
238	41
237	93
25597	48
25596	57
25595	41
25594	49
25593	68
236	62
25592	55
235	20
234	88
25591	87
25590	64
25589	72
233	63
232	90
25588	85
25587	90
25586	88
25585	87
25584	81
25583	83
25582	58
13673	28
25581	43
25580	3
25579	84
25578	19
25577	57
25575	21
25576	2
25574	6
25573	20
25572	90
25571	91
25570	79
25556	97
25569	71
25568	16
25567	75
25566	8
25565	13
25564	74
25563	12
25562	8
25561	20
25560	2
25559	162
25558	51
25557	49
25555	91
25554	82
25553	20
25552	98
25551	100
25550	162
25549	20
25548	7
25540	97
25547	89
25546	103
25545	74
25544	9
25543	19
25542	89
25541	0
25539	89
25538	81
25537	30
25536	106
25535	98
25534	162
25533	7
25532	69
25528	180
25531	15
25530	34
25529	15
231	5
230	20
25527	10
25526	5
18127	12
25525	136
25512	15
25524	1
25505	112
25523	29
25522	104
25521	18
25520	20
25519	15
25518	6
25517	38
25516	20
25515	100
25514	157
25506	17
25513	44
25511	16
25510	54
25509	23
25508	43
25507	113
25504	3
25503	26
25502	23
25501	76
25500	92
229	91
25499	26
25483	120
228	180
227	3
226	174
25498	66
25478	118
224	10
223	117
25473	15
222	8
221	35
220	8
219	39
217	14
216	30
215	6
25497	27
25496	9
25495	33
25494	19
25493	11
25492	24
213	3
212	2
25491	2
211	91
25489	25
210	60
209	19
25487	16
25486	81
25485	108
25484	63
208	34
207	16
206	169
205	34
204	16
25482	39
203	3
25481	39
201	6
200	9
199	161
25480	76
25479	121
198	17
197	8
25477	8
196	119
195	17
194	81
193	13
25476	45
192	49
25475	101
191	68
25474	3
8181	55
6010	160
3987	5
301	14
300	160
7190	5
304	19
285	33
3908	0
25731	168
9777	11
2179	22
25730	63
2213	179
25729	34
16717	162
10831	7
318	23
25728	49
317	42
316	48
278	8
315	31
25727	12
291	59
288	59
25726	11
314	28
313	25
312	29
311	177
310	13
25725	39
309	18
308	14
307	10
25724	10
284	10
283	8
306	11
305	2
303	51
25723	8
302	16
299	35
25722	38
298	12
297	163
25721	26
296	19
295	50
294	4
293	22
292	42
290	48
289	10
287	178
286	8
282	169
281	7
280	7
279	168
25720	38
25732	79
25753	59
25752	134
3718	8
4829	45
11673	17
322	94
338	9
25751	119
25750	35
25749	21
330	1
321	101
25739	6
25748	69
25747	106
8745	26
25746	60
25745	102
325	86
25744	107
25735	66
343	51
25743	29
25742	120
25741	79
342	64
341	9
16233	28
340	18
323	7
320	1
329	13
339	4
328	5
337	11
333	16
25740	141
336	103
25737	41
335	112
25738	13
334	1
332	11
331	69
25736	74
327	11
25734	112
326	19
25733	18
324	37
319	108
5145	10
13127	17
8059	161
2907	27
894	169
1442	107
849	30
7651	3
6697	173
13516	10
25772	60
9196	76
25771	3
25770	1
344	49
25769	35
25768	27
25767	99
353	79
352	35
25766	95
351	39
350	101
25765	19
25764	2
25763	97
25762	83
349	54
25761	87
25760	83
25759	30
346	100
25758	92
348	84
25757	171
25756	93
25755	40
25754	65
345	17
432	23
25890	12
504	166
469	0
3905	12
3624	17
359	2
12688	162
25881	62
9222	8
9746	58
25892	6
2349	3
5113	12
9380	29
6731	20
3968	14
25830	62
25891	6
25854	17
25886	13
25867	32
477	173
9205	19
461	6
8674	9
25889	36
3997	162
8956	13
25888	7
6326	9
3613	8
25887	168
443	10
1306	3
4763	6
2982	3
13470	14
11536	9
25885	13
536	18
25884	20
25883	7
11238	14
7393	17
922	161
25882	15
380	14
25880	8
533	55
25879	17
6221	114
11689	164
6795	3
398	8
25878	70
358	1
468	47
7386	168
431	8
10068	6
3996	165
3170	80
9904	171
25773	10
540	168
2878	56
10408	16
8954	17
8607	164
467	14
3951	3
2216	170
25877	18
1421	7
25876	16
413	11
2778	10
7384	14
12147	29
25875	10
25874	27
25873	2
374	164
6008	10
5182	6
1397	7
2201	7
3715	7
356	171
1056	18
6173	4
488	1
25872	92
25860	18
25871	18
354	8
25870	131
8938	1
8250	179
25869	18
541	170
539	15
538	178
537	16
25868	6
464	31
535	47
25866	16
534	180
412	6
532	8
440	167
531	3
530	12
529	4
25865	1
415	9
25864	6
528	172
25863	4
527	180
526	169
25845	5
525	3
524	10
523	14
25861	6
25802	21
521	164
375	170
25775	12
25862	8
520	6
519	15
518	45
482	170
517	160
25859	12
25858	17
516	15
515	161
25857	11
496	7
25856	15
25855	1
514	167
513	18
365	14
480	91
25853	18
25852	7
25851	8
25850	3
25849	164
25848	9
512	0
511	1
510	18
452	35
509	16
508	3
25847	19
507	15
25846	6
506	10
505	1
450	37
25806	165
502	8
25844	2
503	29
25824	27
25843	2
501	163
500	172
499	2
25842	65
25841	8
498	174
411	20
25840	16
497	179
25839	18
377	166
25804	39
495	38
25838	20
481	95
25837	20
462	7
494	18
25836	45
493	19
492	2
25835	24
25834	168
491	83
25833	74
25832	5
490	101
489	9
25831	16
487	7
486	169
485	13
484	163
483	160
25829	163
25828	77
25827	165
25826	177
25825	15
25776	1
25814	1
25823	37
479	19
478	13
476	0
475	175
474	10
473	13
472	106
471	3
470	2
25822	5
25821	18
25820	36
364	56
25819	20
25816	33
25795	4
466	23
25818	26
465	81
23732	13
463	7
460	8
459	17
458	179
457	3
25817	34
456	63
455	162
454	18
453	21
451	35
25815	9
449	9
448	15
447	24
378	0
446	15
25813	17
25812	1
445	100
25811	15
25810	1
25809	14
25786	62
25808	38
444	34
25807	16
25805	18
442	7
441	12
25803	30
439	170
438	177
437	17
25801	60
436	116
418	12
435	12
434	0
25800	30
25790	1
433	177
25799	177
25798	17
25794	4
25797	32
430	114
18685	55
429	97
25796	120
428	6
427	3
25787	17
426	54
425	2
424	11
13828	17
423	167
422	9
421	24
420	80
419	1
417	0
25793	7
416	2
25792	162
414	13
25791	8
410	53
409	12
408	20
407	12
25789	5
406	29
405	29
404	39
403	14
402	0
401	160
25788	161
400	5
399	162
25785	20
25784	13
397	18
396	80
25783	15
395	2
25782	147
394	110
25781	7
25780	14
393	109
25779	23
392	108
25778	36
391	19
390	11
25777	168
389	14
388	6
387	4
386	6
385	177
18901	41
384	6
382	54
383	162
381	14
379	178
376	175
373	5
372	10
371	176
370	6
369	168
368	4
367	164
366	14
363	10
362	29
25774	14
361	28
360	26
357	52
355	177
559	80
25951	83
25950	14
25949	10
25948	15
566	85
25947	117
25946	83
25941	16
25939	91
25945	8
7987	102
5702	45
10879	38
25944	8
25943	84
25942	19
25940	4
25938	92
25937	89
565	84
25936	16
564	14
25893	26
25935	11
25906	40
563	106
25934	22
25933	3
25932	20
25931	118
25930	19
25929	102
25928	12
25927	32
562	16
25926	26
25925	15
25924	7
25923	5
561	15
25922	6
560	91
25915	79
25921	28
25920	85
25919	167
25918	32
25917	87
25916	180
25912	130
25914	18
558	84
25913	163
557	107
556	87
25910	66
25911	7
25909	6
25908	27
555	82
554	87
553	23
25907	34
552	20
551	21
550	14
549	161
548	18
25905	12
25901	99
25904	10
25903	43
25902	16
547	96
546	170
545	95
544	176
25900	11
25899	64
543	16
25898	6
25897	54
542	44
25896	162
25894	20
25895	10
2826	9
13518	13
13533	1
13532	173
13530	71
5966	0
13523	63
13531	7
9669	4
13525	28
4181	39
13528	100
9231	30
13529	6
13520	20
13527	61
13526	6
8200	12
13521	60
13524	114
7576	108
13522	18
10157	7
13519	69
13517	8
26020	44
25955	100
26105	76
26107	179
26106	46
26094	13
26096	116
26082	172
25952	48
26023	11
25962	8
26104	106
26098	68
26103	9
25953	31
26102	20
26101	14
26100	4
26099	32
26000	19
26097	39
26095	4
26093	112
26092	176
26091	10
26090	116
25975	179
26089	8
26010	109
26084	18
26088	171
26047	19
26083	34
26087	19
26086	30
26085	15
26065	63
26032	42
26015	144
26072	164
26081	36
26080	2
20630	175
4273	166
26079	6
26044	169
26078	1
26077	20
25973	20
26076	72
26074	151
26075	33
26073	169
25995	163
26071	160
26070	163
26069	0
26068	58
26067	36
26066	20
26064	166
26063	11
26062	59
26061	31
26024	30
26060	10
26059	12
26058	177
26057	29
25998	132
25976	174
26056	14
25979	162
26055	130
26054	163
26053	71
26052	15
26051	37
26013	175
26050	178
26049	5
26048	161
26046	20
26045	17
26043	118
26042	5
26041	168
26040	24
26039	68
26038	70
26036	51
25983	180
26037	47
26035	68
26034	79
26033	163
26031	3
26030	59
26029	165
26028	175
26027	50
26026	78
26025	17
25990	12
26004	173
26022	41
26021	13
26019	12
26018	116
26017	6
26016	16
26014	12
26012	162
26011	13
26009	42
26008	11
26007	82
26006	8
26005	4
25981	164
585	14
584	9
583	9
582	4
581	172
580	14
579	11
26003	68
26001	79
26002	91
25969	108
25999	48
25997	5
25971	14
25996	80
578	20
577	78
25994	35
567	96
570	87
576	1
575	11
574	12
573	170
25993	49
25992	72
572	178
25991	12
571	12
569	164
568	45
25987	112
25989	166
25988	6
25972	130
25986	136
25985	30
25984	24
25982	173
25977	10
25980	177
25978	55
25974	165
25970	1
25966	9
25968	170
25967	0
25965	167
25964	174
25963	13
25961	1
25960	173
25959	6
25958	167
25957	14
25956	16
25954	110
33431	64
26113	19
3695	51
26154	165
13181	5
26191	91
26135	104
26190	129
26119	108
26174	114
627	92
659	84
26189	12
10572	51
26188	83
26187	6
7525	42
26186	170
26185	53
12918	95
12362	60
26184	83
26183	7
26112	4
26179	20
26182	10
26181	23
26180	32
12583	14
5447	8
26178	176
634	13
26177	102
892	12
26168	5
26176	18
26175	13
26173	110
26172	5
26125	20
638	160
637	5
636	11
26171	28
622	16
635	4
26132	11
633	86
26170	95
632	62
631	19
598	20
26169	11
26167	58
26166	1
630	16
26165	0
26152	68
26164	9
26163	19
26162	72
629	4
26161	4
26160	8
626	50
26159	20
26158	117
625	4
26157	102
26156	29
26155	38
26153	32
624	10
623	15
26120	17
621	1
26151	33
26150	21
620	39
26149	26
26148	99
26138	117
26147	32
26146	39
619	80
20820	59
22875	67
26145	20
26144	176
26143	66
26142	166
26141	111
26140	18
618	54
26139	50
26137	1
616	20
26136	27
26134	70
26133	48
615	43
614	170
26131	2
613	32
26111	29
14164	3
612	17
26115	3
611	103
599	99
26130	86
610	63
609	100
608	29
607	58
26129	16
606	103
605	163
604	15
603	113
602	19
601	23
600	100
26128	3
26127	10
26126	13
597	6
596	3
595	115
589	179
26124	7
26123	174
594	5
593	105
592	6
591	9
26122	4
26121	20
590	9
26118	8
26117	2
588	10
26116	11
587	16
586	32
26114	20
26110	71
26109	16
26108	3
8905	95
13069	80
2240	109
11819	118
13535	64
13534	107
26235	81
11965	83
26234	20
26197	97
26233	107
639	84
652	31
26217	114
26218	109
646	32
26232	146
641	35
26206	80
8958	35
26231	17
26230	20
26229	110
26226	86
26228	36
26227	5
996	81
26202	103
26194	20
26200	110
26225	14
26224	24
26205	2
26223	63
661	22
26222	34
26221	20
660	81
26220	55
26219	147
26216	5
658	82
26215	172
26214	74
26212	108
26213	107
26211	84
26210	19
26209	20
656	36
655	31
654	5
26208	23
653	3
26207	17
651	165
650	15
649	4
648	53
647	30
640	179
643	18
26204	26
26203	17
26201	2
26193	94
26199	12
24716	30
26198	37
645	11
644	23
642	0
26196	89
26195	55
26192	113
26301	21
26246	128
26258	26
26276	108
26300	18
26299	60
6234	165
672	28
26272	117
26298	25
26297	27
664	23
683	105
26296	61
26295	13
26294	58
26293	16
26292	40
26291	18
26290	19
26289	4
677	46
26288	160
1990	82
7438	166
669	10
26287	30
684	22
26286	20
26285	40
26284	22
2626	173
695	24
26283	38
709	167
26282	115
26281	12
696	7
708	60
707	9
26280	20
26279	118
26278	66
706	180
26277	180
679	9
705	34
26275	71
26261	4
26274	177
26273	0
692	32
704	1
703	76
702	166
701	8
686	5
689	2
700	3
678	6
699	5
698	49
680	0
697	17
26259	10
26271	76
694	161
26270	32
26269	33
26268	26
26267	40
693	23
26266	36
26238	7
691	35
26264	27
26265	78
690	62
26249	13
26263	53
26256	79
26262	24
688	28
26260	161
687	53
26257	2
685	2
682	27
681	5
26255	30
26254	16
26253	4
663	19
676	162
675	166
26252	18
26251	8
26247	36
674	37
665	26
26250	66
673	54
671	20
670	6
26248	18
668	14
667	1
26245	48
23087	173
26244	9
26243	39
26242	140
26241	37
26240	4
26239	16
666	0
16909	80
26236	110
662	35
26237	38
13538	0
13537	37
13536	8
7226	18
12563	16
10898	7
26374	67
26319	62
26309	19
26378	70
2125	89
3771	5
729	1
751	65
9866	17
3943	84
26414	72
26413	39
26412	104
26411	22
26410	10
26409	102
26325	6
734	4
26408	30
26324	13
26407	108
5552	108
26310	8
26323	37
749	18
748	95
12981	172
711	20
1337	0
7958	21
7252	8
13440	60
726	5
12980	163
766	4
6631	20
26406	179
9803	3
26405	7
26404	67
8332	171
738	16
6276	172
26403	16
18081	16
756	1
26321	60
3193	37
26402	78
742	33
3860	39
26329	26
26401	30
753	3
8135	5
727	33
26320	32
10144	6
8164	96
3440	86
26400	29
26399	38
26398	161
8325	83
787	16
26397	10
26396	26
26395	18
26394	82
26393	18
789	93
26392	110
788	100
26391	3
786	177
26390	81
26389	1
785	12
712	88
26388	59
769	18
26387	3
773	11
784	6
783	46
26386	91
26385	12
26384	2
765	20
782	111
26379	171
26383	40
780	98
26382	17
24393	55
781	0
26381	60
779	14
778	75
26380	15
757	6
730	35
777	60
776	2
771	10
775	177
26371	4
774	0
26304	16
26377	40
772	80
26376	64
15575	60
26375	73
26336	79
737	12
739	14
736	39
758	7
26354	9
26328	4
740	16
26373	16
26322	70
26372	0
26361	32
770	97
26339	20
26370	29
26369	171
768	67
767	100
754	36
735	5
26341	22
26368	79
26367	2
26366	5
26365	36
764	112
26364	14
763	98
26363	22
26362	40
762	13
26360	56
761	0
760	4
